2026-04-11 10:15:08,051 [INFO] [chat] This is chat.py starting
[2026-04-11 10:52:06,066] WARNING in _internal:  * Debugger is active!
[2026-04-11 10:52:06,069] INFO in _internal:  * Debugger PIN: 870-570-930
[2026-04-11 10:59:23,884] INFO in _internal:  * Detected change in 'C:\\dev\\mds-website\\chat.py', reloading
[2026-04-11 10:59:24,380] INFO in _internal:  * Restarting with stat
2026-04-11 10:59:27,228 [INFO] [chat] This is chat.py starting
[2026-04-11 10:59:27,242] INFO in app: App startup
[2026-04-11 10:59:27,276] WARNING in _internal:  * Debugger is active!
[2026-04-11 10:59:27,279] INFO in _internal:  * Debugger PIN: 870-570-930
[2026-04-11 11:00:44,512] INFO in _internal:  * Detected change in 'C:\\dev\\mds-website\\chat.py', reloading
[2026-04-11 11:00:45,052] INFO in _internal:  * Restarting with stat
2026-04-11 11:00:47,605 [INFO] [chat] This is chat.py starting
[2026-04-11 11:00:47,607] INFO in app: App startup
[2026-04-11 11:00:47,624] WARNING in _internal:  * Debugger is active!
[2026-04-11 11:00:47,628] INFO in _internal:  * Debugger PIN: 870-570-930
2026-04-11 11:02:45,067 [INFO] [chat] This is chat.py starting
[2026-04-11 11:02:45,069] INFO in app: App startup
[2026-04-11 11:02:45,093] INFO in _internal: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.0.0.46:5000
[2026-04-11 11:02:45,093] INFO in _internal: [33mPress CTRL+C to quit[0m
[2026-04-11 11:02:45,093] INFO in _internal:  * Restarting with stat
2026-04-11 11:02:47,422 [INFO] [chat] This is chat.py starting
[2026-04-11 11:02:47,424] INFO in app: App startup
[2026-04-11 11:02:47,442] WARNING in _internal:  * Debugger is active!
[2026-04-11 11:02:47,445] INFO in _internal:  * Debugger PIN: 870-570-930
[2026-04-11 11:03:04,539] INFO in app: 127.0.0.1 GET /
[2026-04-11 11:03:04,539] INFO in app: 127.0.0.1 GET /
[2026-04-11 11:03:04,553] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "GET / HTTP/1.1" 200 -
[2026-04-11 11:03:04,606] INFO in app: 127.0.0.1 GET /.well-known/appspecific/com.chrome.devtools.json
[2026-04-11 11:03:04,606] INFO in app: 127.0.0.1 GET /.well-known/appspecific/com.chrome.devtools.json
[2026-04-11 11:03:04,608] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
[2026-04-11 11:03:04,607] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 11:03:04,607] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 11:03:04,608] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 11:03:04,608] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 11:03:04,614] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 11:03:04,614] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 11:03:04,668] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 11:03:04,668] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 11:03:04,696] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 11:03:04,696] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 11:03:04,702] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 11:03:04,702] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 11:03:04,844] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/chatbox-icon.svg HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,852] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 11:03:04,852] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 11:03:04,853] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/2_entry_form.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,860] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 11:03:04,860] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 11:03:04,861] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/3_transfer_to_table.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,874] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 11:03:04,874] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 11:03:04,875] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/projectAI.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,880] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 11:03:04,880] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 11:03:04,881] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/theme.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,889] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 11:03:04,889] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 11:03:04,889] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/4_form_to_array.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,894] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/1_old_excel_file.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,896] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/janeh.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,906] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 11:03:04,906] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 11:03:04,907] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 11:03:04,907] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 11:03:04,908] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/5_python_data_array.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,908] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/6_python_program.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,919] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 11:03:04,919] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 11:03:04,921] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/7_prompt_template.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,922] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,922] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 11:03:04,922] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 11:03:04,925] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/8_AI_api.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,929] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/app.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,930] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 11:03:04,930] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 11:03:04,931] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/9_save_to_text.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,934] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/script.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,941] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 11:03:04,941] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 11:03:04,943] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 11:03:04,943] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 11:03:04,944] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/10_word_macro.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,946] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/11_add_to_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:04,988] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 11:03:04,988] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 11:03:04,989] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:04] "[36mGET /static/images/92_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:05,002] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 11:03:05,002] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 11:03:05,003] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:05] "[36mGET /static/jobs.json HTTP/1.1[0m" 304 -
[2026-04-11 11:03:05,091] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 11:03:05,091] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 11:03:05,093] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:05] "[36mGET /static/favicon.ico HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,610] INFO in app: 127.0.0.1 GET /
[2026-04-11 11:03:10,610] INFO in app: 127.0.0.1 GET /
[2026-04-11 11:03:10,612] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "GET / HTTP/1.1" 200 -
[2026-04-11 11:03:10,647] INFO in app: 127.0.0.1 GET /.well-known/appspecific/com.chrome.devtools.json
[2026-04-11 11:03:10,647] INFO in app: 127.0.0.1 GET /.well-known/appspecific/com.chrome.devtools.json
[2026-04-11 11:03:10,648] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[33mGET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1[0m" 404 -
[2026-04-11 11:03:10,658] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 11:03:10,658] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 11:03:10,660] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 11:03:10,660] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 11:03:10,660] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,662] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 11:03:10,662] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 11:03:10,665] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/chatbox-icon.svg HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,665] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/janeh.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,688] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 11:03:10,688] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 11:03:10,690] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/script.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,691] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 11:03:10,691] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 11:03:10,693] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 11:03:10,693] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 11:03:10,692] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 11:03:10,693] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 11:03:10,693] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 11:03:10,692] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 11:03:10,695] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 11:03:10,695] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 11:03:10,697] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/1_old_excel_file.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,700] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/projectAI.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,696] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/app.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,699] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/2_entry_form.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,698] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 11:03:10,700] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/3_transfer_to_table.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,698] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 11:03:10,710] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/92_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,711] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 11:03:10,711] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 11:03:10,712] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/jobs.json HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,713] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 11:03:10,713] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 11:03:10,714] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/theme.js HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,723] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 11:03:10,723] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 11:03:10,726] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 11:03:10,726] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 11:03:10,726] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/4_form_to_array.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,736] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/5_python_data_array.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,751] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 11:03:10,751] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 11:03:10,752] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/7_prompt_template.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,757] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 11:03:10,757] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 11:03:10,758] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/6_python_program.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,760] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 11:03:10,760] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 11:03:10,762] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/8_AI_api.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,763] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 11:03:10,763] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 11:03:10,768] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 11:03:10,768] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 11:03:10,769] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/9_save_to_text.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,771] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 11:03:10,771] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 11:03:10,772] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/10_word_macro.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:10,775] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:10] "[36mGET /static/images/11_add_to_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 11:03:11,035] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 11:03:11,035] INFO in app: 127.0.0.1 GET /static/favicon.ico
[2026-04-11 11:03:11,036] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:11] "[36mGET /static/favicon.ico HTTP/1.1[0m" 304 -
[2026-04-11 11:03:40,922] INFO in app: 127.0.0.1 POST /predict
[2026-04-11 11:03:40,922] INFO in app: 127.0.0.1 POST /predict
2026-04-11 11:03:43,438 [INFO] [chat] Existing vectorstore found. Loading...
[2026-04-11 11:03:43,438] INFO in chat: Existing vectorstore found. Loading...
2026-04-11 11:03:43,848 [INFO] [chat] Chat Chain Built
[2026-04-11 11:03:43,848] INFO in chat: Chat Chain Built
[2026-04-11 11:03:46,477] INFO in _client: HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
[2026-04-11 11:03:47,457] INFO in _client: HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-11 11:03:51,029 [INFO] [chat] Response Received ?
[2026-04-11 11:03:51,029] INFO in chat: Response Received ?
[2026-04-11 11:03:51,038] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:03:51] "POST /predict HTTP/1.1" 200 -
2026-04-11 11:13:38,627 [INFO] [chat] This is chat.py starting
[2026-04-11 11:13:38,628] INFO in app: App startup
[2026-04-11 11:13:38,653] INFO in _internal: [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.0.0.46:5000
[2026-04-11 11:13:38,653] INFO in _internal: [33mPress CTRL+C to quit[0m
[2026-04-11 11:13:38,654] INFO in _internal:  * Restarting with stat
2026-04-11 11:13:40,953 [INFO] [chat] This is chat.py starting
[2026-04-11 11:13:40,955] INFO in app: App startup
[2026-04-11 11:13:40,973] WARNING in _internal:  * Debugger is active!
[2026-04-11 11:13:40,976] INFO in _internal:  * Debugger PIN: 870-570-930
[2026-04-11 11:14:17,579] INFO in app: 127.0.0.1 GET /
[2026-04-11 11:14:17,579] INFO in app: 127.0.0.1 GET /
[2026-04-11 11:14:17,592] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "GET / HTTP/1.1" 200 -
[2026-04-11 11:14:17,630] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 11:14:17,630] INFO in app: 127.0.0.1 GET /static/style.css
[2026-04-11 11:14:17,632] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 11:14:17,632] INFO in app: 127.0.0.1 GET /static/images/janeh.png
[2026-04-11 11:14:17,634] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 11:14:17,634] INFO in app: 127.0.0.1 GET /static/images/chatbox-icon.svg
[2026-04-11 11:14:17,644] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 11:14:17,644] INFO in app: 127.0.0.1 GET /static/script.js
[2026-04-11 11:14:17,646] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 11:14:17,646] INFO in app: 127.0.0.1 GET /static/images/1_old_excel_file.png
[2026-04-11 11:14:17,647] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 11:14:17,647] INFO in app: 127.0.0.1 GET /static/app.js
[2026-04-11 11:14:17,859] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/janeh.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,863] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 11:14:17,863] INFO in app: 127.0.0.1 GET /static/images/2_entry_form.png
[2026-04-11 11:14:17,864] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/2_entry_form.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,864] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/chatbox-icon.svg HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,869] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,870] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 11:14:17,870] INFO in app: 127.0.0.1 GET /static/images/3_transfer_to_table.png
[2026-04-11 11:14:17,872] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 11:14:17,872] INFO in app: 127.0.0.1 GET /static/projectAI.js
[2026-04-11 11:14:17,873] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/3_transfer_to_table.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,874] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/projectAI.js HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,875] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 11:14:17,875] INFO in app: 127.0.0.1 GET /static/theme.js
[2026-04-11 11:14:17,877] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/theme.js HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,879] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/app.js HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,881] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 11:14:17,881] INFO in app: 127.0.0.1 GET /static/images/4_form_to_array.png
[2026-04-11 11:14:17,883] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 11:14:17,883] INFO in app: 127.0.0.1 GET /static/images/5_python_data_array.png
[2026-04-11 11:14:17,885] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/4_form_to_array.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,886] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/script.js HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,887] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/5_python_data_array.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,886] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 11:14:17,886] INFO in app: 127.0.0.1 GET /static/images/6_python_program.png
[2026-04-11 11:14:17,889] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 11:14:17,889] INFO in app: 127.0.0.1 GET /static/images/7_prompt_template.png
[2026-04-11 11:14:17,892] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/6_python_program.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,892] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/7_prompt_template.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,892] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/1_old_excel_file.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,893] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 11:14:17,893] INFO in app: 127.0.0.1 GET /static/images/8_AI_api.png
[2026-04-11 11:14:17,896] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/8_AI_api.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,901] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 11:14:17,901] INFO in app: 127.0.0.1 GET /static/images/9_save_to_text.png
[2026-04-11 11:14:17,902] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/9_save_to_text.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,905] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 11:14:17,905] INFO in app: 127.0.0.1 GET /static/images/10_word_macro.png
[2026-04-11 11:14:17,906] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 11:14:17,906] INFO in app: 127.0.0.1 GET /static/images/11_add_to_resume.png
[2026-04-11 11:14:17,906] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/10_word_macro.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,907] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 11:14:17,907] INFO in app: 127.0.0.1 GET /static/images/92_resume.png
[2026-04-11 11:14:17,908] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/11_add_to_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,909] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/images/92_resume.png HTTP/1.1[0m" 304 -
[2026-04-11 11:14:17,927] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 11:14:17,927] INFO in app: 127.0.0.1 GET /static/jobs.json
[2026-04-11 11:14:17,928] INFO in _internal: 127.0.0.1 - - [11/Apr/2026 11:14:17] "[36mGET /static/jobs.json HTTP/1.1[0m" 304 -
[2026-04-11 11:14:34,116] INFO in app: 127.0.0.1 POST /predict
[2026-04-11 11:14:34,116] INFO in app: 127.0.0.1 POST /predict
2026-04-11 11:14:36,554 [INFO] [chat] Existing vectorstore found. Loading...
[2026-04-11 11:14:36,554] INFO in chat: Existing vectorstore found. Loading...
2026-04-11 11:14:36,821 [INFO] [chat] Chat Chain Built
[2026-04-11 11:14:36,821] INFO in chat: Chat Chain Built
[2026-04-11 11:14:38,608] INFO in _client: HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
[2026-04-11 11:14:39,970] INFO in _client: HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-04-11 11:14:41,722 [INFO] [chat] Response Received ?
[2026-04-11 11:14:41,722] INFO in chat: Response Received ?
